Global Statistics
Total number of particles:,5501
Surface Coverage (%):,34.37
Total grain area (µm²):,133844.25
Mean grain area (µm²):,24.33
Particle density (particles/µm²):,0.014128

Size Distribution Statistics
Mean area (µm²):,24.33
Median area (µm²):,20.25
Standard deviation of area (µm²):,15.81
Mean perimeter (µm):,19.93
Median perimeter (µm):,17.81
Standard deviation of perimeter (µm):,8.77

Individual Grain Measurements
Grain #,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter
1694,27.25,11.78,-21.38,19.72,8.25,25.14
1695,27.25,11.78,-37.87,13.84,10.48,20.64
1696,27.25,11.78,29.27,17.56,8.23,21.44
1697,27.25,11.78,-50.12,13.52,10.6,20.71
1698,27.25,11.78,-13.7,13.82,10.48,20.9
1699,27.25,11.78,-60.8,13.12,10.75,19.31
1700,27.25,11.78,53.64,13.14,11.23,22.94
1701,27.25,11.78,85.49,15.08,11.76,26.28
1702,27.25,11.78,-47.97,13.97,10.34,21.31
1703,27.25,11.78,52.3,13.0,11.14,21.56
1704,27.25,11.78,-14.45,12.03,11.76,20.94
1705,27.25,11.78,-3.85,14.02,10.97,22.97
1706,27.25,11.78,-48.14,13.98,10.61,21.92
1707,27.25,11.78,-45.03,12.37,11.42,20.02
1708,27.25,11.78,-62.1,12.61,11.25,19.92
1709,27.25,11.78,86.77,12.76,10.99,19.19
1710,27.25,11.78,-62.63,12.57,11.52,22.06
1711,27.25,11.78,-58.96,13.6,10.47,20.02
1712,27.25,11.78,19.41,17.6,8.37,22.14
1713,27.25,11.78,-50.23,13.49,10.56,20.4
1714,27.25,11.78,-77.7,13.71,10.53,22.11
1715,27.25,11.78,-28.68,12.48,11.36,20.31
1716,27.25,11.78,-33.73,16.66,9.29,23.35
1717,27.25,11.78,-3.73,12.71,11.04,18.9
1718,27.25,11.78,-16.68,14.31,10.69,22.04
1719,27.25,11.78,-38.37,17.62,8.93,23.14
1720,27.25,11.78,74.66,19.36,7.99,24.64
1721,27.25,11.78,30.13,15.48,9.68,20.73
1722,27.25,11.78,-36.95,12.16,11.56,19.61
1723,27.25,11.78,-82.07,13.57,11.06,22.02
1724,27.25,11.78,-48.56,13.36,10.79,21.14
1725,27.25,11.78,-11.0,12.67,11.47,19.61
1726,27.0,11.73,-16.23,13.06,10.83,20.23
1727,27.0,11.73,-59.48,18.24,8.01,22.11
1728,27.0,11.73,-11.07,14.13,10.13,20.31
1729,27.0,11.73,63.83,13.04,10.63,19.31
1730,27.0,11.73,56.0,13.23,11.71,22.73
1731,27.0,11.73,60.73,12.44,11.28,19.44
1732,27.0,11.73,-83.72,13.35,10.93,21.02
1733,27.0,11.73,-38.44,12.78,10.95,19.61
1734,27.0,11.73,-56.59,13.41,11.33,22.52
1735,27.0,11.73,62.43,19.41,8.16,24.14
1736,27.0,11.73,-31.45,14.29,9.83,19.81
1737,27.0,11.73,-58.41,14.87,9.86,22.47
1738,27.0,11.73,-69.08,13.0,10.99,20.81
1739,27.0,11.73,41.2,18.91,7.86,23.62
1740,27.0,11.73,-22.82,13.26,10.49,19.73
1741,27.0,11.73,72.33,12.66,11.08,19.85
1742,27.0,11.73,7.12,15.53,10.04,23.97
1743,27.0,11.73,65.82,16.79,8.86,22.23
1744,27.0,11.73,-35.04,12.56,11.44,21.62
1745,27.0,11.73,-58.54,16.81,8.49,22.14
1746,27.0,11.73,-64.64,12.49,11.2,19.81
1747,27.0,11.73,-71.66,14.1,11.21,22.94
1748,26.75,11.67,86.64,12.71,11.02,20.73
1749,26.75,11.67,37.57,17.98,7.96,21.35
1750,26.75,11.67,89.38,12.56,11.26,20.81
1751,26.75,11.67,74.82,14.83,9.95,22.54
1752,26.75,11.67,-55.02,12.67,11.41,21.23
1753,26.75,11.67,78.89,12.84,11.3,21.56
1754,26.75,11.67,-53.56,17.25,8.73,22.14
1755,26.75,11.67,-68.48,13.46,10.74,20.9
1756,26.75,11.67,-50.09,12.67,11.07,20.44
1757,26.75,11.67,25.4,13.24,11.26,22.14
1758,26.75,11.67,-13.32,12.78,10.9,19.52
1759,26.75,11.67,-80.62,12.62,11.22,20.21
1760,26.75,11.67,-64.89,13.15,10.72,21.35
1761,26.75,11.67,83.01,12.75,11.61,21.94
1762,26.75,11.67,-39.65,13.56,10.36,21.35
1763,26.75,11.67,-83.57,13.41,10.37,19.31
1764,26.75,11.67,-79.46,12.78,10.92,19.9
1765,26.75,11.67,54.88,12.85,11.33,21.02
1766,26.75,11.67,-57.44,18.59,8.06,23.14
1767,26.75,11.67,-24.55,17.24,8.95,23.35
1768,26.75,11.67,-86.31,13.29,11.17,22.94
1769,26.75,11.67,-49.0,12.96,10.83,20.52
1770,26.75,11.67,82.09,12.83,10.78,18.9
1771,26.75,11.67,84.09,14.05,10.16,20.94
1772,26.75,11.67,54.4,12.66,11.02,20.02
1773,26.75,11.67,-34.84,13.22,10.67,21.14
1774,26.75,11.67,63.47,12.11,11.54,19.02
1775,26.75,11.67,-67.75,13.03,10.82,20.61
1776,26.75,11.67,7.6,16.49,8.66,22.14
1777,26.75,11.67,28.3,20.18,7.54,24.54
1778,26.75,11.67,-47.8,12.32,11.29,19.73
1779,26.75,11.67,75.89,13.06,10.8,21.14
1780,26.75,11.67,-71.55,12.55,11.21,20.4
1781,26.75,11.67,-66.98,13.45,10.5,21.44
1782,26.75,11.67,9.19,12.95,10.72,20.02
1783,26.75,11.67,25.3,12.66,11.14,20.73
1784,26.75,11.67,85.74,12.07,11.58,20.44
1785,26.75,11.67,38.25,12.87,10.83,19.19
1786,26.75,11.67,-78.19,12.82,10.92,19.61
1787,26.75,11.67,-42.49,12.18,11.36,18.61
1788,26.5,11.62,69.35,17.16,8.51,23.12
1789,26.5,11.62,-68.45,14.06,10.07,21.5
1790,26.5,11.62,-56.94,12.14,11.29,19.09
1791,26.5,11.62,16.81,12.85,10.75,19.73
1792,26.5,11.62,-40.88,12.71,11.1,22.06
1793,26.5,11.62,-54.88,13.45,10.3,20.02
1794,26.5,11.62,-5.03,13.89,10.07,20.23
1795,26.5,11.62,-28.91,13.52,10.18,20.02
1796,26.5,11.62,-58.58,13.07,10.71,20.94
1797,26.5,11.62,57.69,12.19,11.21,19.31
1798,26.5,11.62,-57.63,17.0,9.35,24.73
1799,26.5,11.62,37.04,12.17,11.45,20.02
1800,26.5,11.62,84.42,15.02,9.72,23.56
1801,26.5,11.62,89.52,15.21,9.4,21.44
1802,26.5,11.62,-38.81,12.35,11.1,19.4
1803,26.5,11.62,27.23,12.11,11.55,19.99
1804,26.5,11.62,60.54,21.27,7.21,25.35
1805,26.5,11.62,35.76,13.13,10.8,21.35
1806,26.5,11.62,-48.14,12.35,11.32,20.85
1807,26.5,11.62,67.68,12.2,11.15,18.19
1808,26.5,11.62,-27.03,12.79,11.02,21.73
1809,26.5,11.62,-70.49,16.75,8.85,23.47
1810,26.5,11.62,-27.04,14.05,9.85,20.62
1811,26.5,11.62,-35.13,18.58,8.05,24.04
1812,26.5,11.62,-72.58,13.79,10.23,21.23
1813,26.5,11.62,-52.12,13.95,10.26,21.61
1814,26.5,11.62,82.66,13.51,10.72,22.45
1815,26.25,11.56,-61.33,15.47,9.64,20.99
1816,26.25,11.56,72.16,12.66,11.03,21.14
1817,26.25,11.56,-69.56,12.07,11.28,19.73
1818,26.25,11.56,-34.31,12.7,10.67,19.19
1819,26.25,11.56,-32.17,22.36,7.79,28.18
1820,26.25,11.56,-39.12,13.55,10.18,21.44
1821,26.25,11.56,-43.7,13.32,10.48,20.75
1822,26.25,11.56,-53.12,12.73,10.75,19.73
1823,26.25,11.56,-67.64,11.86,11.58,18.4
1824,26.25,11.56,-44.7,13.94,9.92,19.73
1825,26.25,11.56,-83.13,15.19,9.91,22.11
1826,26.25,11.56,60.12,12.76,10.94,20.73
1827,26.25,11.56,-63.76,17.05,8.65,23.95
1828,26.25,11.56,72.68,13.48,10.44,20.42
1829,26.25,11.56,-79.46,13.31,10.51,20.94
1830,26.25,11.56,-49.48,12.58,11.16,21.44
1831,26.25,11.56,-18.15,12.58,10.95,20.73
1832,26.25,11.56,41.34,14.61,9.78,20.44
1833,26.25,11.56,71.95,14.1,10.59,22.44
1834,26.25,11.56,-30.75,14.24,10.01,23.38
1835,26.25,11.56,-41.42,13.07,10.74,20.64
1836,26.25,11.56,84.95,12.23,11.36,20.52
1837,26.25,11.56,-81.15,13.04,10.46,19.44
1838,26.25,11.56,18.72,14.65,9.88,22.35
1839,26.25,11.56,-20.73,12.19,11.2,19.4
1840,26.25,11.56,-79.16,20.93,7.11,24.85
1841,26.25,11.56,-15.88,12.98,10.82,21.02
1842,26.25,11.56,89.18,16.08,8.78,22.23
1843,26.25,11.56,-69.88,14.34,9.62,20.73
1844,26.25,11.56,-73.04,11.94,11.5,20.62
1845,26.25,11.56,8.06,13.28,10.34,20.02
1846,26.25,11.56,-62.29,14.24,9.61,20.02
1847,26.25,11.56,62.54,13.28,10.3,19.4
1848,26.25,11.56,31.65,12.97,10.47,19.85
1849,26.0,11.51,64.53,12.83,10.78,20.59
1850,26.0,11.51,-79.92,13.49,10.2,20.44
1851,26.0,11.51,-58.46,12.71,10.8,21.14
1852,26.0,11.51,-49.41,17.97,8.26,24.16
1853,26.0,11.51,71.81,13.25,10.19,19.69
1854,26.0,11.51,-22.44,13.05,10.5,20.11
1855,26.0,11.51,-23.51,13.11,10.32,19.9
1856,26.0,11.51,-27.59,14.0,9.78,20.44
1857,26.0,11.51,-53.17,13.71,10.21,20.14
1858,26.0,11.51,71.07,13.02,10.44,20.64
1859,26.0,11.51,0.48,12.4,11.28,19.69
1860,26.0,11.51,26.21,15.29,9.22,21.14
1861,26.0,11.51,-77.05,13.11,10.48,20.31
1862,26.0,11.51,77.98,16.57,9.07,24.06
1863,26.0,11.51,-7.18,14.77,10.12,22.73
1864,26.0,11.51,31.95,12.32,10.93,20.02
1865,26.0,11.51,13.06,11.96,11.26,19.73
1866,26.0,11.51,48.39,13.38,10.42,22.02
1867,26.0,11.51,4.05,12.04,11.36,20.14
1868,26.0,11.51,85.38,12.38,11.11,20.31
1869,26.0,11.51,-67.61,12.71,10.64,19.81
1870,26.0,11.51,-33.09,17.45,7.76,21.02
1871,26.0,11.51,-65.35,13.34,10.04,19.31
1872,26.0,11.51,36.33,12.69,10.87,19.23
1873,26.0,11.51,13.28,12.34,10.88,19.44
1874,25.75,11.45,-35.72,12.08,11.23,19.73
1875,25.75,11.45,88.89,16.36,8.65,22.73
1876,25.75,11.45,-48.19,11.97,11.24,19.73
1877,25.75,11.45,3.26,16.58,8.78,22.81
1878,25.75,11.45,-41.87,12.31,10.78,19.02
1879,25.75,11.45,69.86,12.44,10.75,18.78
1880,25.75,11.45,78.46,16.54,8.49,23.85
1881,25.75,11.45,79.84,12.54,10.83,19.69
1882,25.75,11.45,-57.99,21.49,7.92,25.44
1883,25.75,11.45,-9.6,12.18,11.07,19.4
1884,25.75,11.45,-13.71,12.17,11.07,20.19
1885,25.75,11.45,-60.59,13.02,10.34,20.94
1886,25.75,11.45,25.96,13.11,10.16,19.61
1887,25.75,11.45,-35.61,12.57,10.63,20.02
1888,25.5,11.4,32.41,13.8,10.2,21.02
1889,25.5,11.4,-73.55,11.72,11.62,20.31
1890,25.5,11.4,-80.81,12.2,11.08,20.85
1891,25.5,11.4,-56.85,12.68,10.34,18.61
1892,25.5,11.4,43.54,12.22,10.93,19.94
1893,25.5,11.4,-17.21,12.27,11.27,21.02
1894,25.5,11.4,-11.09,11.62,11.42,19.61
1895,25.5,11.4,-51.56,12.35,10.84,19.71
1896,25.5,11.4,3.01,17.42,7.97,23.12
1897,25.5,11.4,80.24,11.73,11.38,19.4
1898,25.5,11.4,-52.33,12.15,11.4,19.02
1899,25.5,11.4,-54.44,12.72,11.03,20.19
1900,25.5,11.4,81.75,12.89,11.02,21.14
1901,25.5,11.4,-74.4,13.54,10.51,21.31
1902,25.5,11.4,14.53,13.47,10.25,20.64
1903,25.5,11.4,-55.58,12.23,10.96,20.02
1904,25.5,11.4,-23.08,12.49,10.81,19.44
1905,25.5,11.4,86.47,12.69,10.49,20.73
1906,25.5,11.4,-57.2,18.55,7.63,22.44
1907,25.5,11.4,71.85,13.31,10.0,20.64
1908,25.5,11.4,-51.21,16.34,8.31,22.14
1909,25.5,11.4,15.73,13.0,11.17,22.83
1910,25.5,11.4,-80.03,12.15,10.96,19.61
1911,25.5,11.4,47.53,13.39,10.24,21.14
1912,25.5,11.4,-48.73,14.33,10.39,22.42
1913,25.5,11.4,-43.13,12.34,10.88,19.61
1914,25.5,11.4,25.35,12.03,11.07,18.9
1915,25.5,11.4,15.43,12.41,10.86,19.31
1916,25.5,11.4,38.38,12.74,10.54,19.61
1917,25.5,11.4,-45.06,12.46,11.59,22.02
1918,25.5,11.4,80.64,12.79,10.51,19.73
1919,25.5,11.4,84.16,12.16,10.98,20.44
1920,25.5,11.4,44.37,11.65,11.19,17.78
1921,25.25,11.34,-68.09,12.82,11.01,21.02
1922,25.25,11.34,-77.39,12.15,10.9,19.81
1923,25.25,11.34,-31.74,13.84,9.52,19.81
1924,25.25,11.34,84.12,13.53,10.82,22.31
1925,25.25,11.34,79.01,14.01,9.49,20.14
1926,25.25,11.34,-45.05,11.92,10.98,19.64
1927,25.25,11.34,87.56,12.9,11.27,23.35
1928,25.25,11.34,3.78,17.69,8.01,23.35
1929,25.25,11.34,28.68,18.76,8.06,25.35
1930,25.25,11.34,-70.67,11.8,11.09,18.61
1931,25.25,11.34,37.54,12.58,10.94,21.64
1932,25.25,11.34,-45.27,12.08,11.15,19.81
1933,25.25,11.34,7.31,14.51,9.58,22.23
1934,25.25,11.34,-67.74,15.03,9.0,21.42
1935,25.25,11.34,-71.22,13.08,10.15,19.8
1936,25.25,11.34,31.43,13.66,10.1,21.94
1937,25.25,11.34,42.89,12.82,10.31,19.94
1938,25.25,11.34,-14.76,12.55,10.51,19.49
1939,25.25,11.34,77.27,13.35,9.87,19.02
1940,25.25,11.34,57.12,13.12,9.92,18.73
1941,25.25,11.34,-84.92,12.29,10.64,19.44
1942,25.25,11.34,-45.76,12.73,10.25,18.99
1943,25.25,11.34,-32.89,11.72,11.24,19.61
1944,25.25,11.34,-46.14,18.61,8.38,24.97
1945,25.25,11.34,-33.72,16.49,8.54,23.66
1946,25.25,11.34,27.77,14.69,10.01,24.0
1947,25.25,11.34,59.07,12.37,11.01,21.0
1948,25.25,11.34,75.35,12.28,10.86,19.44
1949,25.25,11.34,46.19,14.73,9.06,20.26
1950,25.25,11.34,-40.95,12.59,10.47,19.9
1951,25.25,11.34,-51.79,14.4,9.81,21.47
1952,25.25,11.34,62.46,13.14,10.36,21.83
1953,25.25,11.34,-66.27,18.39,7.26,21.81
1954,25.0,11.28,-87.17,12.08,10.68,18.28
1955,25.0,11.28,-29.29,12.28,10.83,21.56
1956,25.0,11.28,-81.59,16.37,9.22,23.44
1957,25.0,11.28,-86.16,14.47,9.18,19.9
1958,25.0,11.28,-37.02,17.92,7.55,21.56
1959,25.0,11.28,-60.74,11.88,11.15,19.44
1960,25.0,11.28,80.85,12.43,10.39,18.49
1961,25.0,11.28,-70.27,14.94,8.85,20.31
1962,25.0,11.28,-85.01,12.67,10.38,19.81
1963,25.0,11.28,-30.27,12.97,10.06,19.4
1964,25.0,11.28,22.85,17.96,8.21,22.94
1965,25.0,11.28,-85.63,12.0,11.05,19.11
1966,25.0,11.28,-37.98,13.65,9.92,20.11
1967,25.0,11.28,-77.14,13.04,10.06,19.31
1968,25.0,11.28,47.42,12.11,10.73,18.67
1969,25.0,11.28,-24.73,16.31,8.34,21.44
1970,25.0,11.28,40.68,13.33,10.5,20.31
1971,25.0,11.28,-50.87,12.07,10.72,18.78
1972,25.0,11.28,-56.05,15.29,8.61,21.02
1973,25.0,11.28,-26.06,15.15,9.4,21.54
1974,25.0,11.28,-30.13,11.67,11.25,19.31
1975,25.0,11.28,55.16,12.95,10.39,21.33
1976,25.0,11.28,82.7,12.41,10.74,19.57
1977,25.0,11.28,71.25,16.24,8.49,21.73
1978,25.0,11.28,87.93,11.84,10.97,19.85
1979,25.0,11.28,-37.46,17.66,7.41,20.73
1980,25.0,11.28,42.84,17.48,8.06,22.23
1981,25.0,11.28,-36.95,11.87,10.88,18.31
1982,25.0,11.28,-9.9,12.99,10.03,20.23
1983,25.0,11.28,-11.64,12.19,10.83,19.31
1984,25.0,11.28,-35.96,13.63,9.81,20.52
1985,25.0,11.28,14.95,12.33,10.5,19.31
1986,24.75,11.23,-32.41,13.41,9.58,18.61
1987,24.75,11.23,-22.18,13.67,9.9,21.56
1988,24.75,11.23,-41.72,12.12,10.63,18.9
1989,24.75,11.23,3.12,12.83,10.29,19.59
1990,24.75,11.23,-19.49,14.22,9.62,22.12
1991,24.75,11.23,-6.58,15.26,8.76,21.42
1992,24.75,11.23,-78.13,14.8,8.94,21.31
1993,24.75,11.23,-79.08,11.97,10.88,19.85
1994,24.75,11.23,17.88,16.91,8.17,21.19
1995,24.75,11.23,-54.58,11.67,11.11,19.4
1996,24.75,11.23,-20.61,11.75,11.15,19.9
1997,24.75,11.23,56.26,11.96,10.81,19.23
1998,24.75,11.23,69.6,12.58,10.41,19.83
1999,24.75,11.23,62.76,12.48,10.38,19.19
2000,24.75,11.23,63.08,13.35,10.77,21.71
2001,24.75,11.23,13.83,12.04,10.76,19.11
2002,24.75,11.23,33.78,17.77,7.84,22.14
2003,24.75,11.23,4.32,12.19,10.57,18.94
2004,24.75,11.23,-34.52,12.31,10.55,18.9
2005,24.75,11.23,-30.18,11.92,10.97,19.4
2006,24.75,11.23,32.03,13.1,9.97,20.44
2007,24.75,11.23,-10.39,12.43,10.58,20.23
2008,24.75,11.23,78.5,11.76,11.21,19.02
2009,24.75,11.23,-78.36,12.36,10.58,19.73
2010,24.75,11.23,-65.96,13.84,9.81,20.31
2011,24.75,11.23,44.19,12.33,10.59,19.73
2012,24.75,11.23,-11.24,13.29,9.71,18.69
2013,24.75,11.23,43.09,12.79,10.21,20.56
2014,24.75,11.23,77.66,13.58,9.9,20.19
2015,24.75,11.23,68.62,12.26,10.36,17.99
2016,24.75,11.23,-73.03,12.73,10.45,19.62
2017,24.5,11.17,-45.28,12.23,10.59,18.28
2018,24.5,11.17,-77.03,12.09,10.59,19.02
2019,24.5,11.17,20.07,18.3,8.2,23.14
2020,24.5,11.17,50.7,12.16,11.04,20.02
2021,24.5,11.17,67.99,14.99,9.07,22.23
2022,24.5,11.17,-4.49,17.22,7.68,20.69
2023,24.5,11.17,12.19,13.95,9.71,20.61
2024,24.5,11.17,60.72,11.83,10.76,18.9
2025,24.5,11.17,44.94,11.63,10.87,17.99
2026,24.5,11.17,-39.73,16.31,7.84,19.85
2027,24.5,11.17,64.13,11.94,10.91,18.8
2028,24.5,11.17,-66.5,13.0,9.7,18.19
2029,24.5,11.17,59.62,16.14,8.19,21.02
2030,24.5,11.17,-43.16,12.0,10.96,21.14
2031,24.5,11.17,71.37,11.82,11.03,19.73
2032,24.5,11.17,-45.11,12.28,10.51,20.44
2033,24.5,11.17,1.6,17.98,7.99,23.56
2034,24.5,11.17,-68.68,12.59,10.08,19.31
2035,24.5,11.17,-20.63,13.31,9.51,18.81
2036,24.5,11.17,-68.06,11.82,10.97,19.31
2037,24.5,11.17,-18.38,12.69,10.11,19.61
2038,24.5,11.17,-46.94,12.41,10.45,19.73
2039,24.5,11.17,-82.0,12.25,10.73,20.35
2040,24.5,11.17,-20.07,12.37,10.29,18.9
2041,24.5,11.17,-50.47,12.87,9.96,19.23
2042,24.5,11.17,-9.54,15.55,8.36,20.5
2043,24.5,11.17,76.01,12.79,10.19,20.23
2044,24.5,11.17,-66.36,13.88,10.29,20.71
2045,24.5,11.17,87.76,12.83,10.89,22.35
2046,24.5,11.17,22.55,12.01,10.97,19.4
2047,24.5,11.17,36.3,12.46,10.46,19.81
2048,24.5,11.17,21.12,11.88,10.85,19.02
2049,24.5,11.17,-43.95,12.62,10.51,20.62
2050,24.5,11.17,62.04,11.73,10.8,18.19
2051,24.5,11.17,-10.78,11.53,11.22,20.44
2052,24.5,11.17,68.24,12.87,10.64,20.62
2053,24.5,11.17,82.71,13.56,9.48,18.99
2054,24.5,11.17,69.46,12.58,10.37,19.52
2055,24.5,11.17,70.48,12.28,10.74,19.52
2056,24.5,11.17,-61.18,11.68,10.95,19.23
2057,24.5,11.17,84.76,12.36,10.37,18.19
2058,24.5,11.17,-4.04,11.54,10.94,18.38
2059,24.5,11.17,-84.65,12.84,9.88,19.02
2060,24.25,11.11,-82.42,13.55,10.37,21.4
2061,24.25,11.11,-20.39,15.03,8.94,20.14
2062,24.25,11.11,-74.4,13.91,9.46,20.92
2063,24.25,11.11,-57.64,12.46,10.2,18.94
2064,24.25,11.11,-52.68,11.54,10.91,18.52
2065,24.25,11.11,-86.3,12.25,10.44,20.23
2066,24.25,11.11,-55.6,14.24,9.38,20.81
2067,24.25,11.11,87.64,11.74,10.77,19.61
2068,24.25,11.11,-80.54,15.58,9.17,23.06
2069,24.25,11.11,-49.86,12.11,10.73,20.61
2070,24.25,11.11,-50.94,16.69,7.86,21.76
2071,24.25,11.11,35.14,13.08,10.7,21.25
2072,24.25,11.11,76.46,11.72,11.17,19.4
2073,24.25,11.11,38.2,12.44,10.48,20.31
2074,24.25,11.11,35.63,12.58,10.68,18.62
2075,24.25,11.11,-52.58,12.29,10.77,19.69
2076,24.25,11.11,-19.11,13.24,9.71,19.19
2077,24.25,11.11,74.99,17.55,7.31,21.31
2078,24.25,11.11,-57.18,12.61,10.0,19.73
2079,24.25,11.11,-74.73,12.0,10.61,19.4
2080,24.25,11.11,-63.23,15.48,8.45,21.52
2081,24.25,11.11,5.86,12.84,10.82,20.81
2082,24.0,11.06,-47.04,13.04,9.77,19.23
2083,24.0,11.06,89.59,14.38,8.76,19.67
2084,24.0,11.06,-61.42,12.03,10.36,18.9
2085,24.0,11.06,-52.46,11.61,10.76,19.02
2086,24.0,11.06,-55.41,12.29,10.22,19.44
2087,24.0,11.06,-43.37,12.11,10.91,19.31
2088,24.0,11.06,81.5,18.54,6.96,22.11
2089,24.0,11.06,-34.77,12.51,10.15,19.3
2090,24.0,11.06,-66.64,12.03,10.29,17.61
2091,24.0,11.06,-4.41,17.11,7.4,20.99
2092,24.0,11.06,-2.25,12.51,10.28,20.83
2093,24.0,11.06,37.5,15.98,8.01,21.02
2094,24.0,11.06,-66.56,12.6,10.35,21.35
2095,24.0,11.06,-45.88,13.35,9.74,20.73
2096,24.0,11.06,27.0,12.87,9.89,19.94
2097,24.0,11.06,26.58,12.43,10.3,19.73
2098,24.0,11.06,-74.22,14.76,8.69,20.31
2099,24.0,11.06,81.14,12.51,10.16,19.31
2100,24.0,11.06,-70.06,12.94,9.79,19.73
2101,24.0,11.06,4.34,12.29,10.03,17.9
2102,24.0,11.06,-33.58,15.89,8.49,21.02
2103,24.0,11.06,-73.89,12.26,10.39,19.02
2104,24.0,11.06,31.07,11.73,10.6,18.52
2105,24.0,11.06,-68.23,12.19,10.22,18.49
2106,23.75,11.0,-30.88,11.88,10.78,19.47
2107,23.75,11.0,22.25,13.82,9.27,21.14
2108,23.75,11.0,27.58,14.05,9.31,20.81
2109,23.75,11.0,-4.3,11.63,10.79,19.81
2110,23.75,11.0,-46.03,11.82,10.38,18.31
2111,23.75,11.0,-33.36,11.96,10.37,18.73
2112,23.75,11.0,-88.64,13.57,9.37,20.31
2113,23.75,11.0,-65.09,11.78,10.52,18.31
2114,23.75,11.0,-33.48,12.27,10.26,19.11
2115,23.75,11.0,40.37,14.89,9.06,20.42
2116,23.75,11.0,52.73,11.48,10.86,18.49
2117,23.75,11.0,-60.4,12.91,9.72,19.23
2118,23.75,11.0,78.5,12.67,9.85,19.31
2119,23.75,11.0,-71.06,12.61,9.8,18.81
2120,23.75,11.0,2.33,12.09,10.44,20.85
2121,23.75,11.0,36.67,11.74,10.68,18.31
2122,23.75,11.0,57.0,13.72,9.35,20.71
2123,23.75,11.0,51.84,12.51,9.92,18.81
2124,23.75,11.0,-55.48,12.56,10.48,20.26
2125,23.75,11.0,-66.05,12.47,10.17,19.92
2126,23.75,11.0,-73.58,12.35,10.06,18.73
2127,23.75,11.0,89.2,11.23,11.0,17.61
2128,23.75,11.0,-0.07,13.85,8.95,19.14
2129,23.75,11.0,-15.21,11.92,10.28,18.02
2130,23.75,11.0,-15.28,12.64,9.85,18.9
2131,23.75,11.0,65.23,11.69,10.5,17.61
2132,23.75,11.0,50.92,11.33,11.12,19.31
2133,23.75,11.0,65.16,11.93,10.32,18.19
2134,23.75,11.0,66.99,15.12,8.6,19.9
2135,23.75,11.0,-3.25,12.2,10.29,19.02
2136,23.75,11.0,70.78,12.28,11.76,21.12
2137,23.75,11.0,-68.43,12.14,10.17,18.31
2138,23.75,11.0,-34.88,12.79,9.49,17.78
2139,23.75,11.0,-69.21,12.26,10.01,18.19
2140,23.75,11.0,-64.87,15.36,8.54,20.8
2141,23.75,11.0,-60.1,12.95,9.58,18.61
2142,23.75,11.0,-58.51,12.63,9.9,19.44
2143,23.75,11.0,-67.19,12.99,9.96,20.44
2144,23.75,11.0,-10.75,13.36,10.24,22.14
2145,23.75,11.0,-87.69,11.69,10.56,18.02
2146,23.75,11.0,65.04,11.54,10.65,18.61
2147,23.75,11.0,-32.66,15.06,9.25,21.92
2148,23.75,11.0,-87.56,12.81,9.67,19.11
2149,23.5,10.94,-74.1,13.36,9.43,20.23
2150,23.5,10.94,-75.92,11.47,10.89,18.09
2151,23.5,10.94,-13.79,13.85,9.36,22.02
2152,23.5,10.94,-5.89,12.68,9.72,19.44
2153,23.5,10.94,-58.68,11.75,10.51,19.31
2154,23.5,10.94,-29.94,12.53,9.91,19.11
2155,23.5,10.94,-47.89,13.07,9.56,18.42
2156,23.5,10.94,-66.85,12.04,10.25,19.02
2157,23.5,10.94,-36.17,11.41,10.9,19.11
2158,23.5,10.94,-33.1,12.99,11.4,21.0
2159,23.5,10.94,-23.97,12.22,10.16,20.52
2160,23.5,10.94,-69.36,13.92,9.38,20.94
2161,23.5,10.94,65.14,18.25,7.43,22.73
2162,23.5,10.94,38.9,11.34,10.87,19.02
2163,23.5,10.94,67.73,11.84,10.4,18.4
2164,23.5,10.94,-58.39,12.72,10.25,19.23
2165,23.5,10.94,-87.39,11.64,10.87,19.81
2166,23.5,10.94,-34.55,12.55,9.95,20.44
2167,23.5,10.94,-65.6,12.65,10.36,19.92
2168,23.5,10.94,-36.92,12.14,10.49,19.81
2169,23.5,10.94,23.71,12.85,9.88,20.54
2170,23.5,10.94,-66.74,13.19,9.27,18.61
2171,23.5,10.94,39.45,11.47,10.76,18.31
2172,23.5,10.94,-63.91,12.4,9.96,20.14
2173,23.5,10.94,15.53,11.47,10.64,18.31
2174,23.5,10.94,39.82,12.28,10.04,19.23
2175,23.5,10.94,-86.22,11.89,10.25,18.19
2176,23.5,10.94,82.45,15.11,8.63,21.14
2177,23.5,10.94,0.29,12.23,10.45,19.0
2178,23.5,10.94,72.2,12.11,10.11,18.61
2179,23.5,10.94,-0.05,12.18,10.22,19.52
2180,23.5,10.94,59.49,13.69,9.18,20.31
2181,23.5,10.94,34.94,12.72,9.78,18.9
2182,23.5,10.94,-77.68,11.59,11.23,19.02
2183,23.5,10.94,60.18,18.09,8.03,22.44
2184,23.5,10.94,-2.47,12.51,10.48,21.02
2185,23.5,10.94,-45.97,12.73,10.0,21.02
2186,23.5,10.94,-78.34,12.7,9.82,19.28
2187,23.5,10.94,25.62,12.07,10.95,20.21
2188,23.5,10.94,65.07,11.48,10.46,17.19
2189,23.5,10.94,-68.12,14.58,8.77,20.81
2190,23.5,10.94,-22.08,11.96,10.29,19.02
2191,23.5,10.94,-87.15,14.36,9.19,21.44
