Global Statistics
Total number of particles:,5501
Surface Coverage (%):,34.37
Total grain area (µm²):,133844.25
Mean grain area (µm²):,24.33
Particle density (particles/µm²):,0.014128

Size Distribution Statistics
Mean area (µm²):,24.33
Median area (µm²):,20.25
Standard deviation of area (µm²):,15.81
Mean perimeter (µm):,19.93
Median perimeter (µm):,17.81
Standard deviation of perimeter (µm):,8.77

Individual Grain Measurements
Grain #,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter
2627,21.0,10.34,-46.22,11.65,9.51,18.23
2628,21.0,10.34,-43.26,10.7,10.2,17.73
2629,21.0,10.34,-31.92,12.16,9.12,17.69
2630,20.75,10.28,-0.1,13.43,8.22,18.69
2631,20.75,10.28,-9.24,13.56,8.46,18.9
2632,20.75,10.28,-67.74,12.03,9.09,17.61
2633,20.75,10.28,-53.7,12.63,8.59,16.9
2634,20.75,10.28,48.51,11.53,9.63,17.44
2635,20.75,10.28,-63.5,11.48,9.77,18.31
2636,20.75,10.28,84.35,10.92,10.01,17.9
2637,20.75,10.28,76.96,11.15,9.68,17.02
2638,20.75,10.28,4.58,10.62,10.4,17.9
2639,20.75,10.28,-10.12,10.98,9.97,17.99
2640,20.75,10.28,-48.11,11.22,9.54,16.9
2641,20.75,10.28,66.81,11.82,9.24,17.4
2642,20.75,10.28,-44.36,11.8,9.28,18.3
2643,20.75,10.28,54.76,10.98,9.89,17.9
2644,20.75,10.28,20.55,11.05,10.36,19.12
2645,20.75,10.28,57.37,11.74,9.33,17.28
2646,20.75,10.28,-60.72,13.65,9.16,18.33
2647,20.75,10.28,78.07,11.11,9.88,17.4
2648,20.75,10.28,-65.36,12.15,9.36,18.94
2649,20.75,10.28,-44.03,11.58,9.23,16.61
2650,20.75,10.28,47.75,10.72,9.98,17.31
2651,20.75,10.28,64.79,10.57,10.38,18.73
2652,20.75,10.28,-75.61,11.93,9.05,18.02
2653,20.75,10.28,-84.93,13.23,8.44,19.19
2654,20.75,10.28,23.6,13.05,8.6,17.83
2655,20.75,10.28,-14.72,11.77,10.15,18.11
2656,20.75,10.28,-80.41,11.06,9.84,17.49
2657,20.75,10.28,-56.13,12.26,9.09,19.31
2658,20.75,10.28,-33.48,10.7,10.24,17.61
2659,20.75,10.28,-70.59,10.84,10.19,18.11
2660,20.75,10.28,-88.59,11.6,9.53,18.02
2661,20.75,10.28,-62.28,13.29,8.25,18.4
2662,20.75,10.28,-33.33,13.05,9.11,19.12
2663,20.5,10.22,61.44,11.21,9.49,17.31
2664,20.5,10.22,-23.5,10.65,10.12,17.19
2665,20.5,10.22,-63.32,11.07,9.48,16.19
2666,20.5,10.22,-66.08,12.09,9.04,18.02
2667,20.5,10.22,-78.39,11.05,9.82,17.81
2668,20.5,10.22,-11.4,10.88,9.84,17.4
2669,20.5,10.22,0.06,11.42,9.35,16.61
2670,20.5,10.22,-22.72,10.73,10.04,17.4
2671,20.5,10.22,1.68,11.54,9.42,16.36
2672,20.5,10.22,7.3,11.36,9.85,19.11
2673,20.5,10.22,41.54,11.76,9.34,18.31
2674,20.5,10.22,76.35,10.58,10.14,17.31
2675,20.5,10.22,65.31,12.12,9.48,20.02
2676,20.5,10.22,-40.42,12.03,8.89,17.73
2677,20.5,10.22,-58.95,10.84,10.11,18.73
2678,20.5,10.22,-85.74,14.05,8.14,18.44
2679,20.5,10.22,-58.53,12.8,8.56,18.19
2680,20.5,10.22,-84.17,10.46,10.17,16.9
2681,20.5,10.22,-75.63,11.72,9.38,18.94
2682,20.5,10.22,-28.78,11.45,9.89,16.69
2683,20.5,10.22,-34.75,10.56,10.17,17.61
2684,20.5,10.22,-55.39,11.72,9.22,18.21
2685,20.5,10.22,-63.01,12.8,8.75,18.19
2686,20.5,10.22,30.68,10.69,9.93,17.31
2687,20.5,10.22,-60.72,10.92,9.95,17.5
2688,20.5,10.22,-56.54,13.69,7.89,18.71
2689,20.5,10.22,-58.99,11.8,9.28,19.31
2690,20.5,10.22,-78.78,11.94,9.0,17.4
2691,20.5,10.22,77.68,11.27,9.62,17.8
2692,20.5,10.22,-17.8,11.22,9.68,18.23
2693,20.5,10.22,-64.87,10.6,10.02,16.99
2694,20.5,10.22,-14.61,11.76,9.19,17.61
2695,20.5,10.22,-71.32,11.37,9.37,17.73
2696,20.5,10.22,79.41,12.16,8.97,18.94
2697,20.5,10.22,-66.8,11.1,9.72,18.02
2698,20.5,10.22,-16.19,11.41,9.58,18.52
2699,20.5,10.22,-86.3,11.42,9.34,16.57
2700,20.5,10.22,-27.49,11.21,9.64,18.44
2701,20.5,10.22,-57.6,11.99,9.2,18.31
2702,20.5,10.22,-80.34,11.44,9.33,16.49
2703,20.5,10.22,-21.35,11.65,9.43,17.09
2704,20.5,10.22,27.39,14.26,8.28,19.44
2705,20.5,10.22,-74.36,11.48,9.34,17.73
2706,20.5,10.22,46.75,11.02,9.62,16.31
2707,20.5,10.22,-72.22,12.02,8.99,17.61
2708,20.5,10.22,-58.7,11.91,9.0,17.4
2709,20.5,10.22,84.03,14.56,7.33,18.73
2710,20.5,10.22,-11.69,11.46,9.87,19.02
2711,20.5,10.22,-44.23,12.62,8.75,18.4
2712,20.5,10.22,-46.11,10.41,10.28,18.64
2713,20.25,10.16,-8.21,11.28,9.49,18.31
2714,20.25,10.16,71.5,11.07,9.61,17.4
2715,20.25,10.16,-39.89,12.88,9.14,19.73
2716,20.25,10.16,-38.41,11.95,8.71,16.19
2717,20.25,10.16,-28.68,10.82,9.81,17.31
2718,20.25,10.16,-58.07,11.5,9.09,16.61
2719,20.25,10.16,-12.17,12.92,8.26,17.49
2720,20.25,10.16,-53.06,11.73,9.04,17.9
2721,20.25,10.16,45.36,11.44,9.32,17.28
2722,20.25,10.16,42.17,11.36,9.54,18.14
2723,20.25,10.16,-10.99,10.53,9.94,16.49
2724,20.25,10.16,-44.09,10.33,10.17,16.36
2725,20.25,10.16,-2.89,11.24,9.4,17.31
2726,20.25,10.16,-49.34,11.5,9.45,18.19
2727,20.25,10.16,-53.93,11.08,9.48,16.69
2728,20.25,10.16,-56.04,11.68,9.17,17.49
2729,20.25,10.16,17.25,11.32,9.44,18.4
2730,20.25,10.16,-60.71,11.55,9.04,16.49
2731,20.25,10.16,-61.32,12.64,8.66,19.31
2732,20.25,10.16,-41.82,11.27,9.49,17.61
2733,20.25,10.16,-42.44,11.31,9.62,18.62
2734,20.25,10.16,4.14,11.45,9.55,19.31
2735,20.25,10.16,14.15,10.86,9.72,16.49
2736,20.25,10.16,47.52,10.73,10.08,19.02
2737,20.25,10.16,-82.16,13.03,8.9,19.14
2738,20.25,10.16,-37.26,11.98,8.93,17.9
2739,20.25,10.16,-22.89,11.02,9.68,18.23
2740,20.25,10.16,48.93,11.6,9.09,16.61
2741,20.25,10.16,-53.1,11.07,9.64,17.69
2742,20.25,10.16,-41.75,11.38,9.22,16.9
2743,20.25,10.16,20.76,13.52,8.43,18.19
2744,20.25,10.16,-10.01,11.08,9.6,17.11
2745,20.25,10.16,-78.1,10.87,9.85,17.61
2746,20.25,10.16,20.93,11.59,9.1,17.19
2747,20.25,10.16,-70.64,11.82,8.88,16.49
2748,20.25,10.16,-43.11,12.13,9.23,18.61
2749,20.25,10.16,-50.54,10.88,10.03,18.11
2750,20.25,10.16,-45.31,11.3,9.43,18.02
2751,20.25,10.16,-84.16,11.41,9.28,16.78
2752,20.25,10.16,-84.36,10.51,10.16,17.61
2753,20.25,10.16,71.63,11.53,9.32,18.02
2754,20.25,10.16,36.46,11.7,9.37,18.81
2755,20.25,10.16,-37.48,10.85,9.83,17.99
2756,20.25,10.16,71.81,10.59,10.28,18.73
2757,20.25,10.16,-32.24,10.81,10.13,18.02
2758,20.25,10.16,52.4,11.86,9.35,18.81
2759,20.25,10.16,-19.14,10.73,9.87,17.19
2760,20.0,10.09,27.83,12.17,8.85,16.5
2761,20.0,10.09,87.96,12.29,8.37,16.19
2762,20.0,10.09,-86.98,10.7,9.78,16.9
2763,20.0,10.09,85.15,10.94,9.79,18.31
2764,20.0,10.09,-65.82,13.82,8.58,20.85
2765,20.0,10.09,72.38,11.11,9.29,16.61
2766,20.0,10.09,-13.34,11.93,9.66,19.11
2767,20.0,10.09,36.35,11.19,9.56,17.9
2768,20.0,10.09,-71.52,11.91,8.72,17.19
2769,20.0,10.09,40.6,11.18,9.81,18.94
2770,20.0,10.09,-43.74,12.31,9.04,18.73
2771,20.0,10.09,-80.66,10.53,9.94,18.02
2772,20.0,10.09,64.55,11.1,9.41,17.4
2773,20.0,10.09,84.29,12.19,8.75,17.9
2774,20.0,10.09,-29.99,11.07,9.48,16.78
2775,20.0,10.09,-53.34,11.42,9.09,16.61
2776,20.0,10.09,-23.11,10.89,9.93,17.52
2777,20.0,10.09,-68.75,13.34,8.33,19.02
2778,20.0,10.09,-50.18,12.17,8.82,17.81
2779,20.0,10.09,-80.08,12.25,8.56,17.9
2780,20.0,10.09,10.3,16.31,7.11,21.04
2781,20.0,10.09,-44.85,11.62,9.31,19.02
2782,20.0,10.09,89.56,10.73,9.85,16.99
2783,20.0,10.09,6.06,11.07,9.31,16.07
2784,20.0,10.09,-41.85,11.1,9.36,16.61
2785,20.0,10.09,-44.08,12.31,9.11,18.4
2786,20.0,10.09,-21.84,13.53,7.94,18.02
2787,20.0,10.09,-52.08,11.22,9.34,16.9
2788,20.0,10.09,-71.11,11.7,9.04,17.07
2789,20.0,10.09,-46.47,11.62,9.05,17.5
2790,20.0,10.09,35.86,10.73,9.74,16.78
2791,20.0,10.09,-44.85,11.39,9.23,18.31
2792,20.0,10.09,87.82,10.93,9.81,18.31
2793,20.0,10.09,-7.62,11.41,9.2,17.61
2794,20.0,10.09,88.2,11.54,9.05,16.81
2795,20.0,10.09,-49.77,11.37,9.72,18.02
2796,20.0,10.09,43.84,11.87,9.17,17.07
2797,20.0,10.09,-82.24,11.02,9.7,17.31
2798,20.0,10.09,-31.06,10.91,9.53,17.4
2799,20.0,10.09,86.16,10.93,9.51,16.8
2800,20.0,10.09,87.08,12.11,9.0,18.31
2801,20.0,10.09,-44.97,12.08,8.85,17.92
2802,20.0,10.09,-62.07,11.44,9.31,18.02
2803,19.75,10.03,48.9,12.63,8.25,18.44
2804,19.75,10.03,-29.56,11.43,9.29,17.9
2805,19.75,10.03,24.35,12.41,8.35,17.11
2806,19.75,10.03,76.96,11.09,9.32,17.11
2807,19.75,10.03,11.23,11.54,9.14,18.21
2808,19.75,10.03,-61.2,12.11,8.59,17.71
2809,19.75,10.03,-54.88,11.56,9.26,17.8
2810,19.75,10.03,-53.44,11.23,9.11,16.19
2811,19.75,10.03,-67.77,10.45,10.11,17.19
2812,19.75,10.03,-61.77,11.25,9.05,16.28
2813,19.75,10.03,-16.74,11.27,9.41,17.69
2814,19.75,10.03,44.62,10.5,9.76,17.11
2815,19.75,10.03,18.56,10.91,9.56,18.21
2816,19.75,10.03,43.37,10.63,9.69,16.9
2817,19.75,10.03,13.24,11.56,9.15,17.19
2818,19.75,10.03,60.39,11.16,9.57,18.02
2819,19.75,10.03,-19.2,11.02,9.74,19.44
2820,19.75,10.03,-34.5,11.36,9.29,18.64
2821,19.75,10.03,-27.38,11.56,8.93,16.99
2822,19.75,10.03,-48.11,10.6,9.6,16.19
2823,19.75,10.03,-75.07,10.86,9.59,17.02
2824,19.75,10.03,-28.64,11.22,9.15,17.19
2825,19.75,10.03,89.82,10.78,9.79,18.11
2826,19.75,10.03,2.56,11.53,9.64,18.02
2827,19.75,10.03,15.49,10.52,9.88,16.86
2828,19.75,10.03,41.4,11.31,9.33,18.44
2829,19.75,10.03,-70.57,11.13,9.28,17.19
2830,19.75,10.03,75.85,12.46,8.56,19.02
2831,19.75,10.03,10.54,15.46,7.65,21.31
2832,19.75,10.03,17.66,16.51,6.74,20.35
2833,19.75,10.03,2.81,11.17,9.6,17.69
2834,19.75,10.03,-1.42,11.3,9.37,17.9
2835,19.75,10.03,-0.59,10.68,9.85,17.31
2836,19.75,10.03,12.76,11.19,9.36,17.44
2837,19.75,10.03,-15.65,10.82,10.18,19.52
2838,19.75,10.03,-42.59,15.38,7.32,20.31
2839,19.75,10.03,-85.95,11.8,9.25,19.12
2840,19.75,10.03,75.85,12.05,9.59,19.21
2841,19.75,10.03,12.59,10.81,9.55,17.31
2842,19.75,10.03,-17.31,11.56,9.46,19.31
2843,19.75,10.03,-54.32,10.76,9.59,16.61
2844,19.75,10.03,71.76,11.26,9.31,18.11
2845,19.75,10.03,-6.06,10.67,9.81,17.4
2846,19.75,10.03,22.44,11.25,9.36,17.4
2847,19.75,10.03,-75.48,11.55,10.05,18.61
2848,19.75,10.03,26.69,10.67,9.76,17.19
2849,19.75,10.03,40.83,11.25,9.29,17.49
2850,19.75,10.03,6.44,12.07,9.36,19.92
2851,19.75,10.03,-62.46,11.97,9.05,18.92
2852,19.75,10.03,-57.0,11.12,9.37,17.02
2853,19.75,10.03,17.63,11.66,8.87,16.9
2854,19.75,10.03,-47.3,11.7,8.9,16.86
2855,19.75,10.03,4.68,12.05,8.8,17.49
2856,19.75,10.03,-67.07,13.7,7.98,18.9
2857,19.5,9.97,-15.04,14.31,8.3,19.71
2858,19.5,9.97,-82.13,10.3,9.82,15.9
2859,19.5,9.97,-20.29,10.69,9.42,15.99
2860,19.5,9.97,-19.72,11.2,9.05,16.49
2861,19.5,9.97,87.33,10.73,9.6,16.69
2862,19.5,9.97,-25.75,10.63,9.6,16.9
2863,19.5,9.97,73.4,10.74,9.47,16.28
2864,19.5,9.97,63.43,10.6,9.91,17.69
2865,19.5,9.97,-27.53,10.67,9.59,16.31
2866,19.5,9.97,-43.98,10.7,9.62,17.61
2867,19.5,9.97,-9.94,12.4,8.57,18.23
2868,19.5,9.97,60.74,12.39,8.64,18.69
2869,19.5,9.97,-71.26,11.13,9.89,17.8
2870,19.5,9.97,-82.37,12.27,8.65,17.61
2871,19.5,9.97,5.96,10.77,9.29,15.9
2872,19.5,9.97,16.27,11.07,9.26,17.4
2873,19.5,9.97,27.73,16.54,6.89,21.04
2874,19.5,9.97,87.05,10.85,9.54,17.67
2875,19.5,9.97,13.89,13.73,8.55,19.73
2876,19.5,9.97,-79.95,11.36,9.22,18.42
2877,19.5,9.97,-31.71,12.75,8.23,18.69
2878,19.5,9.97,-71.59,11.67,9.17,17.47
2879,19.5,9.97,-58.6,12.83,8.11,17.81
2880,19.5,9.97,-27.08,11.45,9.21,17.21
2881,19.5,9.97,-62.19,11.83,8.64,17.61
2882,19.5,9.97,39.74,10.79,9.87,17.52
2883,19.5,9.97,-71.74,11.5,8.91,17.31
2884,19.5,9.97,-48.59,11.84,8.73,18.02
2885,19.5,9.97,-38.06,10.71,9.53,16.49
2886,19.5,9.97,27.68,11.5,8.97,16.9
2887,19.5,9.97,-47.54,11.03,9.45,17.38
2888,19.5,9.97,18.1,10.47,9.97,17.4
2889,19.5,9.97,47.19,11.23,9.05,16.9
2890,19.5,9.97,83.47,11.1,9.69,17.99
2891,19.5,9.97,-33.39,11.48,9.8,19.94
2892,19.5,9.97,87.65,11.52,9.38,18.11
2893,19.5,9.97,70.94,11.62,8.68,16.49
2894,19.5,9.97,11.1,10.61,9.73,17.19
2895,19.5,9.97,38.52,11.78,9.22,16.4
2896,19.5,9.97,-41.7,11.59,8.71,16.9
2897,19.5,9.97,81.83,12.56,8.72,18.9
2898,19.5,9.97,-65.56,11.33,8.92,16.49
2899,19.5,9.97,-56.05,11.63,9.32,16.19
2900,19.5,9.97,-28.06,10.39,9.82,16.19
2901,19.5,9.97,-62.95,11.19,9.1,16.28
2902,19.25,9.9,13.37,13.74,8.32,20.5
2903,19.25,9.9,-56.3,11.26,8.92,17.11
2904,19.25,9.9,-53.09,13.53,7.75,18.73
2905,19.25,9.9,68.73,11.83,9.14,18.81
2906,19.25,9.9,62.32,11.27,9.07,17.3
2907,19.25,9.9,18.9,11.31,9.35,18.64
2908,19.25,9.9,-64.78,11.44,8.9,17.31
2909,19.25,9.9,-72.59,12.04,8.57,16.99
2910,19.25,9.9,-64.23,10.82,9.2,16.61
2911,19.25,9.9,-62.61,12.56,9.23,19.44
2912,19.25,9.9,39.76,10.75,9.31,16.69
2913,19.25,9.9,66.18,11.25,8.76,15.36
2914,19.25,9.9,-87.39,10.59,10.07,18.4
2915,19.25,9.9,13.36,11.33,9.03,16.73
2916,19.25,9.9,-12.93,10.41,9.53,15.9
2917,19.25,9.9,68.09,10.7,9.38,16.11
2918,19.25,9.9,-47.64,11.09,9.38,17.49
2919,19.25,9.9,-38.57,12.09,8.77,18.49
2920,19.25,9.9,12.23,10.84,9.23,16.61
2921,19.25,9.9,-87.74,11.23,9.32,18.02
2922,19.25,9.9,-47.2,11.75,9.04,18.81
2923,19.25,9.9,-21.97,12.96,8.11,18.8
2924,19.25,9.9,-83.34,10.82,9.41,17.11
2925,19.25,9.9,83.15,10.89,9.33,17.4
2926,19.25,9.9,-88.33,11.07,9.38,17.9
2927,19.25,9.9,41.64,11.42,8.78,16.61
2928,19.25,9.9,-56.64,11.19,9.59,18.3
2929,19.25,9.9,-29.71,11.65,8.74,17.28
2930,19.25,9.9,73.3,10.46,9.58,16.07
2931,19.25,9.9,25.32,10.65,9.34,16.4
2932,19.25,9.9,-65.51,11.76,8.69,18.02
2933,19.25,9.9,1.16,10.97,9.18,16.61
2934,19.25,9.9,-72.36,10.34,9.69,16.4
2935,19.25,9.9,1.36,10.32,10.03,17.17
2936,19.25,9.9,59.82,11.65,8.74,18.02
2937,19.25,9.9,-39.29,12.41,8.78,16.61
2938,19.25,9.9,-59.82,10.51,9.53,16.61
2939,19.25,9.9,10.9,10.81,9.48,17.81
2940,19.25,9.9,30.15,10.69,9.27,15.9
2941,19.25,9.9,-48.99,11.15,9.0,16.61
2942,19.25,9.9,-80.18,11.26,9.15,17.81
2943,19.25,9.9,-58.34,10.65,9.66,17.19
2944,19.25,9.9,-63.96,13.78,7.66,18.8
2945,19.25,9.9,-66.65,12.18,8.17,16.99
2946,19.25,9.9,-82.86,11.2,9.04,17.73
2947,19.0,9.84,35.31,12.47,8.01,17.4
2948,19.0,9.84,-52.04,10.74,9.41,16.57
2949,19.0,9.84,4.72,11.26,8.86,16.9
2950,19.0,9.84,64.6,11.05,9.05,17.19
2951,19.0,9.84,-63.76,11.95,9.26,18.19
2952,19.0,9.84,-7.6,12.44,8.85,19.19
2953,19.0,9.84,-63.02,11.18,8.79,16.07
2954,19.0,9.84,-54.16,12.8,8.03,18.02
2955,19.0,9.84,-56.57,10.51,9.39,16.19
2956,19.0,9.84,76.55,10.65,9.42,17.19
2957,19.0,9.84,66.13,10.8,9.25,17.23
2958,19.0,9.84,-67.7,11.46,8.7,16.69
2959,19.0,9.84,-33.45,11.11,8.97,16.57
2960,19.0,9.84,-32.72,11.66,8.44,16.69
2961,19.0,9.84,14.85,11.2,8.88,16.9
2962,19.0,9.84,14.34,12.0,8.98,18.52
2963,19.0,9.84,-52.51,11.85,8.48,17.52
2964,19.0,9.84,51.46,10.96,9.47,15.99
2965,19.0,9.84,36.8,10.66,9.57,15.9
2966,19.0,9.84,-46.15,11.05,8.96,16.19
2967,19.0,9.84,-63.82,11.41,8.84,17.38
2968,19.0,9.84,88.68,11.17,9.23,17.81
2969,19.0,9.84,-62.32,12.3,8.77,18.31
2970,19.0,9.84,-62.95,13.08,8.22,17.4
2971,19.0,9.84,87.57,10.62,9.32,16.81
2972,19.0,9.84,65.7,12.02,9.1,18.31
2973,19.0,9.84,-18.1,10.91,9.2,16.61
2974,19.0,9.84,-41.93,15.57,6.82,20.14
2975,19.0,9.84,-87.26,12.39,8.33,18.73
2976,19.0,9.84,-71.45,12.71,8.12,17.12
2977,19.0,9.84,-56.87,12.0,8.58,17.31
2978,19.0,9.84,54.92,12.03,8.37,17.44
2979,19.0,9.84,-70.33,10.93,9.07,16.19
2980,19.0,9.84,-35.29,10.08,9.96,17.19
2981,19.0,9.84,57.63,11.01,9.13,18.02
2982,19.0,9.84,77.86,10.84,9.12,16.61
2983,19.0,9.84,54.05,11.58,8.58,16.49
2984,19.0,9.84,-61.35,11.75,8.44,16.07
2985,19.0,9.84,-34.57,11.21,9.02,16.99
2986,19.0,9.84,78.06,10.82,9.06,15.49
2987,19.0,9.84,-51.53,13.28,7.52,16.99
2988,19.0,9.84,76.74,11.54,8.99,17.71
2989,19.0,9.84,48.19,10.33,9.65,15.49
2990,19.0,9.84,-40.22,10.64,9.38,17.0
2991,19.0,9.84,-76.22,11.43,8.81,17.19
2992,19.0,9.84,-52.98,10.26,9.54,15.86
2993,19.0,9.84,56.62,10.59,9.56,17.5
2994,19.0,9.84,-78.94,11.07,8.97,16.81
2995,18.75,9.77,-14.11,12.38,8.07,18.31
2996,18.75,9.77,8.03,10.23,9.79,17.81
2997,18.75,9.77,-38.13,12.78,8.43,18.73
2998,18.75,9.77,-43.29,12.02,8.41,17.11
2999,18.75,9.77,85.63,10.54,9.3,16.49
3000,18.75,9.77,-23.74,10.26,9.68,16.8
3001,18.75,9.77,-35.83,11.05,9.08,17.81
3002,18.75,9.77,-17.54,10.99,9.04,16.02
3003,18.75,9.77,-18.98,11.66,8.54,16.78
3004,18.75,9.77,-77.88,13.11,7.74,17.9
3005,18.75,9.77,-77.85,10.76,9.19,16.4
3006,18.75,9.77,-34.11,12.98,7.54,16.78
3007,18.75,9.77,-19.01,11.38,9.06,18.02
3008,18.75,9.77,3.41,10.56,9.28,16.4
3009,18.75,9.77,-11.79,10.62,9.23,16.73
3010,18.75,9.77,2.6,10.11,9.61,15.9
3011,18.75,9.77,-37.36,10.54,9.4,16.49
3012,18.75,9.77,-40.0,10.17,9.53,15.57
3013,18.75,9.77,-13.92,11.36,8.65,16.61
3014,18.75,9.77,-87.51,10.52,9.39,16.07
3015,18.75,9.77,66.77,10.1,9.8,16.69
3016,18.75,9.77,63.47,10.13,9.8,16.59
3017,18.75,9.77,35.07,10.48,9.29,16.4
3018,18.75,9.77,-32.59,10.46,9.52,17.09
3019,18.75,9.77,-33.5,12.45,8.12,16.73
3020,18.75,9.77,23.74,13.08,8.45,19.14
3021,18.75,9.77,-26.73,10.22,9.48,16.02
3022,18.75,9.77,67.23,11.79,8.29,15.9
3023,18.75,9.77,-83.24,10.8,9.2,17.85
3024,18.75,9.77,-24.47,10.1,9.74,16.69
3025,18.75,9.77,33.24,10.39,9.78,17.02
3026,18.75,9.77,58.95,11.44,9.63,19.81
3027,18.5,9.71,82.91,11.41,8.56,16.19
3028,18.5,9.71,-35.94,12.06,8.0,16.4
3029,18.5,9.71,75.22,11.52,9.01,17.61
3030,18.5,9.71,-68.9,10.63,9.12,16.4
3031,18.5,9.71,-41.03,10.41,9.6,17.31
3032,18.5,9.71,39.17,12.19,8.25,18.11
3033,18.5,9.71,-55.8,11.13,8.69,16.78
3034,18.5,9.71,-70.26,11.22,9.45,17.9
3035,18.5,9.71,-26.31,13.11,7.52,17.8
3036,18.5,9.71,39.67,11.09,8.67,16.31
3037,18.5,9.71,-79.64,12.88,8.25,19.62
3038,18.5,9.71,33.89,12.75,7.62,17.23
3039,18.5,9.71,-31.26,11.08,8.94,16.99
3040,18.5,9.71,-45.33,11.66,8.36,16.99
3041,18.5,9.71,-25.13,10.42,9.6,16.61
3042,18.5,9.71,-77.02,10.28,9.32,15.57
3043,18.5,9.71,-38.58,12.18,8.18,17.02
3044,18.5,9.71,-19.88,10.24,9.44,16.81
3045,18.5,9.71,83.66,11.95,8.23,17.31
3046,18.5,9.71,53.32,11.91,8.22,16.99
3047,18.5,9.71,74.31,10.62,9.53,17.73
3048,18.5,9.71,66.92,11.28,8.96,15.9
3049,18.5,9.71,42.77,12.63,8.01,17.81
3050,18.5,9.71,20.76,9.9,9.66,15.49
3051,18.5,9.71,-47.34,11.35,8.63,15.9
3052,18.5,9.71,-71.48,11.37,8.7,17.61
3053,18.5,9.71,50.8,10.14,9.56,16.07
3054,18.5,9.71,-65.72,10.58,9.14,16.19
3055,18.5,9.71,50.03,10.95,8.97,16.31
3056,18.5,9.71,24.67,11.34,8.55,16.61
3057,18.5,9.71,-76.9,12.07,8.18,17.31
3058,18.5,9.71,-71.17,10.78,9.75,18.5
3059,18.5,9.71,-36.98,10.32,9.67,18.02
3060,18.5,9.71,-22.25,12.56,9.48,20.75
3061,18.5,9.71,-17.05,10.61,9.06,15.78
3062,18.5,9.71,67.03,12.05,8.07,16.07
3063,18.5,9.71,-28.08,10.63,9.49,17.71
3064,18.5,9.71,-53.46,10.38,9.27,15.69
3065,18.5,9.71,-6.72,10.18,9.65,16.9
3066,18.5,9.71,-8.33,10.5,9.52,16.3
3067,18.5,9.71,0.11,12.29,8.28,17.71
3068,18.5,9.71,-27.03,11.0,9.08,17.0
3069,18.5,9.71,-76.07,11.73,8.24,15.9
3070,18.5,9.71,-75.08,10.53,9.13,15.9
3071,18.5,9.71,-82.1,11.0,9.02,17.4
3072,18.5,9.71,-0.29,11.19,9.35,18.09
3073,18.5,9.71,-80.11,10.42,9.34,16.28
3074,18.5,9.71,-51.89,11.37,8.51,16.9
3075,18.5,9.71,-61.39,10.28,9.5,17.02
3076,18.5,9.71,86.47,13.47,8.67,19.0
3077,18.5,9.71,-40.35,10.44,9.25,16.69
3078,18.5,9.71,-15.77,11.39,8.79,17.49
3079,18.25,9.64,-86.34,10.9,8.84,16.81
3080,18.25,9.64,-31.73,10.48,9.27,16.99
3081,18.25,9.64,-68.58,10.43,9.1,15.57
3082,18.25,9.64,-84.37,10.89,8.97,17.31
3083,18.25,9.64,27.48,10.16,9.76,16.19
3084,18.25,9.64,-88.82,12.14,8.23,18.21
3085,18.25,9.64,-86.04,10.61,9.0,16.31
3086,18.25,9.64,9.8,10.67,9.18,16.61
3087,18.25,9.64,89.05,10.47,9.13,15.78
3088,18.25,9.64,-12.67,10.32,9.25,16.49
3089,18.25,9.64,31.68,12.52,8.78,18.52
3090,18.25,9.64,85.01,10.28,9.4,16.49
3091,18.25,9.64,-11.72,11.56,8.62,17.3
3092,18.25,9.64,87.1,12.39,8.42,17.61
3093,18.25,9.64,44.96,12.35,8.33,18.61
3094,18.25,9.64,-33.31,11.19,8.57,16.9
3095,18.25,9.64,46.26,10.71,8.93,16.49
3096,18.25,9.64,89.91,11.45,8.27,15.78
3097,18.25,9.64,10.01,10.22,9.2,15.61
3098,18.25,9.64,46.75,10.24,9.32,15.57
3099,18.25,9.64,26.71,12.94,8.51,18.71
3100,18.25,9.64,-44.36,11.3,8.48,16.9
3101,18.25,9.64,-8.35,10.55,9.14,17.0
3102,18.25,9.64,-23.25,10.13,9.45,16.5
3103,18.25,9.64,-57.24,10.38,9.16,16.52
3104,18.25,9.64,-72.86,10.59,9.07,16.4
3105,18.25,9.64,30.54,11.69,8.12,16.69
3106,18.25,9.64,-14.94,10.72,9.42,18.61
3107,18.25,9.64,-64.99,11.06,8.73,17.02
3108,18.25,9.64,88.92,10.36,9.34,17.23
3109,18.25,9.64,-74.91,10.12,9.33,15.49
3110,18.25,9.64,49.49,12.08,8.88,18.14
3111,18.25,9.64,-4.04,10.87,9.04,16.92
3112,18.25,9.64,-59.56,10.77,9.17,16.57
3113,18.25,9.64,72.7,11.03,8.64,16.07
3114,18.25,9.64,-49.16,11.11,8.61,15.49
3115,18.25,9.64,72.09,14.17,7.09,18.9
3116,18.25,9.64,-47.69,10.08,9.64,17.31
3117,18.25,9.64,-14.29,10.45,9.08,15.78
3118,18.25,9.64,-69.5,12.72,7.74,17.4
3119,18.25,9.64,-49.49,12.07,8.97,18.71
3120,18.25,9.64,87.93,13.0,8.05,18.81
3121,18.25,9.64,5.72,10.45,9.28,16.09
3122,18.25,9.64,78.67,10.33,9.35,16.69
3123,18.25,9.64,71.06,11.29,8.44,16.19
